asin,title,brand,parent_asin,category_tree,product_group,size,color,model,variation_count,sales_rank_current,sales_rank_avg30,sales_rank_avg90,sales_rank_avg180,sales_rank_drops30,sales_rank_drops90,sales_rank_drops180,sales_rank_drops365,new_price_current,new_price_avg30,bb_price,competitive_price_threshold,bb_is_amazon,bb_is_fba,our_bb_pct,n_unique_bb_sellers,total_offer_count,monthly_sold_badge,monthly_sold_delta90,monthly_sold_last3,review_count,rating,oos_amazon_30,oos_amazon_90,sr_history_points,sr_min,sr_max,sr_median,listed_since_keepa_min,data_pulled_at
B08WTM61R4,"Nike Men's Park Short Sleeve T Shirt (Volt, Large)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Volt,BV6708-410,60,1599,2040,2537,2537,59,194,401,1062,30.98,26.71,31.0,31.29,False,True,6.5,42,2,50,19,100|50|50,3938,4.5,1,1,6596,905,1132345,3244,5539468,2026-03-08
B08WTNY5XB,"Nike Men's Park Short Sleeve T Shirt (Black, X-Large)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,Black,BV6710,60,1599,1930,2499,2499,66,230,470,1138,25.79,26.71,25.79,29.76,False,True,4.9,78,7,400,22,400|500|400,3938,4.5,1,1,7173,916,1321620,3317,5539436,2026-03-08
B08WTPXXBW,"Nike Men's Park Short Sleeve T Shirt (Grey, Medium)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Medium,Grey,BV6710,60,1599,2038,2533,2533,65,213,433,1106,24.94,25.29,24.94,31.29,False,True,6.2,60,9,300,1,300|200|300,3938,4.5,1,1,6016,905,1355927,3086,5331566,2026-03-08
B08WTR3FF9,"Nike Men's Park Short Sleeve T Shirt (White, X-Large)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,White,BV6710,60,1599,1930,2506,2506,63,193,416,1043,20.0,22.79,,17.52,False,False,10.9,47,3,,99,100|50|50,3936,4.5,1,1,5865,948,1355927,3175,5539448,2026-03-08
B08WTSTJK9,"Nike Men's Park Short Sleeve T Shirt (Sky Blue, X-Large)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,Sky Blue,BV6710,60,1599,1938,2499,2499,66,207,430,1006,33.84,26.95,,31.29,False,False,5.5,32,3,100,-45,100|50|100,3936,4.5,1,1,6316,915,1355927,3633,5539454,2026-03-08
B08WTTKSKX,"Nike Men's Park Short Sleeve T Shirt (Red, X-Large)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,Red,BV6710,60,1599,1932,2498,2498,75,220,452,1094,22.54,24.3,22.54,31.29,False,True,12.4,38,9,100,2,100|50|100,3936,4.5,1,1,6626,915,1321620,3419,5331566,2026-03-08
B08WTTY37S,"Nike Men's Park Short Sleeve T Shirt (Red, Small)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees",Apparel,Small,Red,BV6730-012,60,1599,2050,2536,2536,27,124,316,552,26.05,25.69,26.39,31.29,False,True,11.4,31,7,100,-37,100|50|100,3936,4.5,1,1,4910,948,1355927,4229,5539472,2026-03-08
B08WTXD7ZF,"Nike Men's Park Short Sleeve T Shirt (Red, Large)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Red,BV6710,60,1599,2031,2534,2534,57,202,449,1038,23.95,24.29,23.95,31.29,False,True,9.9,43,9,200,-13,50|100|200,3936,4.5,1,1,5893,916,4106092,3105,5539460,2026-03-08
B08WTYGVL5,"Nike Men's Park Short Sleeve T Shirt (Grey, X-Large)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,Grey,BV6710,60,1599,2038,2538,2538,60,215,450,1151,26.99,25.13,26.99,31.29,False,True,7.2,57,6,200,-18,200|100|200,3938,4.5,1,1,6830,916,1355927,3161,5539448,2026-03-08
B08WTZRG59,"Nike Men's Park Short Sleeve T Shirt (Royal, X-Large)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,Royal,BV6710,60,1599,1933,2501,2501,76,209,444,1049,27.61,24.98,,24.45,False,False,6.9,36,7,100,5,50|50|100,3937,4.5,1,1,6249,958,1355927,3393,5539490,2026-03-08
B08WV3DW85,"Nike Men's Park Short Sleeve T Shirt (Black, Small)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Small,Black,BV6710,60,1599,1929,2503,2503,59,188,435,1104,22.99,22.72,22.99,29.76,False,True,4.9,72,15,400,14,400|300|400,3938,4.5,1,1,7733,905,1355927,3397,5539476,2026-03-08
B08YQJYDV1,"Nike Youth Park III Shorts (Royal Blue, Medium)",Nike,B08JS852ZS,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shorts",Apparel,Medium,Royal Blue,BV6866,57,4476,6701,9514,9514,46,121,281,618,28.0,26.43,28.0,,False,True,7.0,56,4,50,17,100|50|50,1861,4.4,1,1,5748,1143,628163,7476,5361188,2026-03-08
B08YRC7LGQ,"Nike Youth Park III Shorts (Royal Blue, Large)",Nike,B08JS852ZS,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shorts",Apparel,Large,Royal Blue,BV6866,57,4475,6631,9391,9391,65,177,426,978,28.7,26.86,28.7,31.99,False,True,7.4,41,5,50,22,100|50|50,1861,4.4,1,1,6626,1143,624078,6799,5361188,2026-03-08
B0959JT4PV,"Nike Pro Hyperwarm Hydropull Hood,OSFM(Anthracite/White)",Nike,B0C273F3SN,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Balaclavas",Apparel,One Size,Black,YIJ123,2,1389,2181,1559,1559,91,236,499,1547,20.71,22.24,20.71,,False,False,0.5,249,27,6000,31,6000|5000|6000,7497,4.7,1,1,11537,157,982094,2817,2783570,2026-03-08
B096HCR6YC,"Nike Youth Park III Shorts (Red, Large)",Nike,B08JS852ZS,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shorts",Apparel,Large,Red,BV6866,57,4476,6630,9411,9411,72,185,438,899,23.68,24.65,23.68,31.99,False,True,8.8,44,6,50,0,200|100|50,1861,4.4,1,1,6796,1143,145190,7242,5446104,2026-03-08
B09B1C7S6Z,"Nike Youth Park III Shorts (Volt, Large)",Nike,B08JS852ZS,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shorts",Apparel,Large,Volt,BV6866,57,4476,6681,9411,9411,70,174,402,819,24.21,24.8,24.1,31.99,False,True,9.5,32,8,,0,50|100|50,1861,4.4,1,1,5568,1143,174760,6406,5670106,2026-03-08
B09B1DG795,"Nike Youth Park III Shorts (Volt, Medium)",Nike,B08JS852ZS,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shorts",Apparel,Medium,Volt,BV6866,57,4476,6718,9483,9483,67,162,394,864,24.83,24.92,24.83,31.99,False,True,7.2,23,8,,0,200|100|50,1861,4.4,1,1,4579,1143,1083512,5379,6485408,2026-03-08
B09CN9199F,"Nike Youth Park III Shorts (Royal Blue, Small)",Nike,B08JS852ZS,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shorts",Apparel,Small,Royal,BV6866,57,4476,6693,9367,9367,86,195,440,909,23.01,25.76,23.99,31.99,False,True,10.7,19,5,,0,50|100|50,1858,4.4,1,1,3777,1143,15513592,7524,5446104,2026-03-08
B09Y94CJWS,Nike Youth US SS Park VII Jersey Hyper Black Medium,Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal > Boys > Jerseys",Apparel,Medium,Black/White,BV6742,56,5846,6309,7560,7560,88,220,453,559,23.49,23.82,23.49,35.0,False,True,8.8,31,12,200,7,200|100|200,693,4.5,1,1,2282,3221,1901801,12567,5019400,2026-03-08
B0B16655W8,"Nike Youth Park VII Short Sleeve Jersey, BV6742-010 (Black/White, X-Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,Black/White,BV6742,56,5846,6301,7565,7565,85,250,518,965,25.28,26.78,25.28,,False,True,4.8,42,10,100,31,100|50|100,693,4.5,1,1,4283,2995,3985219,8716,5975524,2026-03-08
B0B16HKH26,"Nike Youth Park VII Short Sleeve Jersey, BV6742-010 (Black/White, Small)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Small,Black/White,BV6742,56,5846,6305,7570,7570,38,153,381,727,27.61,25.63,27.61,,False,True,9.4,30,5,50,29,50|100|50,693,4.5,1,1,3410,3067,3985667,9192,5975524,2026-03-08
B0B33YLDD3,"Nike Women's Pro 365 5 Inch Shorts, Black/White, Medium",Nike,B0F5WZ6CF1,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shorts",Apparel,Medium,Black/White,DH48901,38,10125,10348,13305,13305,34,84,154,394,30.98,28.37,30.98,32.99,False,True,4.5,59,10,800,-15,800|700|800,1134,4.7,1,1,7027,2770,344894,19487,6006104,2026-03-08
B0B4V6NKG7,"Nike Youth Park III Shorts (Volt, Small)",Nike,B08JS852ZS,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shorts",Apparel,Small,Volt,BV6866,57,4476,6733,9468,9468,53,139,332,796,22.54,24.37,22.54,31.99,False,True,17.6,25,9,,0,50|100|50,1861,4.4,1,1,4812,1143,1573995,6340,6034788,2026-03-08
B0B9QVZ41G,Nike Mens PRO Training Compression Short Black Large,Nike,B08NTW774T,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shorts",Apparel,Large,Black,DH4762,32,12403,12899,14474,14474,9,29,66,276,31.98,30.55,,27.95,False,False,3.2,39,14,100,40,100|200|100,790,4.6,1,1,6215,5048,228725,15325,6112730,2026-03-08
B0BH39YK2D,"Nike Men's Hoodie (Purple, Medium)",Nike,,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Hoodies",Apparel,Medium,Purple,CJ1611,0,381411,328043,234289,234289,16,71,299,952,42.95,44.01,42.95,,False,True,10.2,23,7,50,73,100|50|50,106,4.8,1,1,5395,64,643941,2186,6181452,2026-03-08
B0BNC8NGLM,"Nike Club Men's Training Joggers (Anthracite, 3X-Large)",Nike,B08M5PTJCL,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Pants > Sweatpants",Apparel,3X-Large,Anthracite,CJ1616,57,462,347,220,220,53,119,308,1122,54.0,53.66,,35.45,False,False,14.3,14,5,,99,200|100|50,8553,4.7,1,1,4425,28,1140213,1580,6259176,2026-03-08
B0BQ3Y57RS,Nike Mens PRO Training Compression Short White S,Nike,B08NTW774T,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Base Layers & Compression > Compression Shorts",Apparel,Small,White,DH4762,32,12403,12936,14483,14483,9,29,66,244,30.0,30.41,30.0,,False,True,9.2,26,9,50,36,100|50|50,790,4.6,1,1,4597,4982,164409,14960,6286608,2026-03-08
B0BTB558K4,"Nike Dri-Fit UV Solar Arm Sleeves - 1 Pair - Unisex - Adult (Black, Adult L/XL)",Nike,B0F7CFN121,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Base Layers & Compression > Compression Arm Sleeves",Apparel,Adult L/XL,Black,,4,9701,10902,15616,15616,15,46,146,374,21.97,22.5,21.97,,False,True,10.2,20,7,600,-38,600|500|600,752,4.6,1,1,4578,4294,297819,45127,6351480,2026-03-08
B0BW1CN9PP,Nike Mens Pro Fitted Short Sleeve Training Tee (Large White),Nike,B0BW16KWLX,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,White,DH4800,33,14885,18807,29158,29158,16,61,128,322,29.35,31.06,29.35,,False,True,5.7,23,5,100,-8,50|50|100,627,4.6,1,1,5031,6773,595475,20572,6378944,2026-03-08
B0BYTCLTYK,"Nike Youth Park III Shorts (White, Large), White/Black",Nike,B08JS852ZS,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shorts",Apparel,Large,White/Black,BV6866,57,4458,6910,9453,9453,23,88,252,605,28.0,25.66,28.0,,False,True,13.1,39,9,,0,100|200|100,1861,4.4,1,1,4371,1143,544866,5650,6420584,2026-03-08
B0BYTD1J5W,"Nike Youth Park III Shorts (Red, Medium)",Nike,B08JS852ZS,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shorts",Apparel,Medium,Red,BV6866,57,4476,6669,9433,9433,29,100,279,409,23.0,25.08,23.58,31.99,False,True,18.1,30,5,50,-2,50|50|50,1861,4.4,1,1,4058,1585,1082639,8236,6420584,2026-03-08
B0BYTD28MS,"Nike Youth Park III Shorts (Red, Small)",Nike,B08JS852ZS,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shorts",Apparel,Small,Red,BV6866,57,4476,6726,9458,9458,31,97,254,631,25.6,23.46,26.63,31.99,False,True,20.6,25,7,50,-2,100|50|50,1861,4.4,1,1,3785,1167,1301781,5403,6420584,2026-03-08
B0C2X1HSWQ,"Nike Mens Pro Sleeveless Fitted Training Tee (Large, Black)",Nike,B0CZ1JRCJG,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > Tank Tops",Apparel,Large,Black,DH4796,31,56136,54498,53284,53284,5,25,64,233,27.48,25.07,28.25,,False,True,6.8,21,5,100,-100,50|50|100,306,4.4,1,1,4427,18732,885205,52782,6466824,2026-03-08
B0C34H6HD7,"Nike Men's Dri-Fit EverydayPlus Cushioned Crew Socks | Cotton (EverydayPLUS, White, Medium, 6 Pairs)",Nike,B06XYX29SX,"Clothing, Shoes & Jewelry > Men",Apparel,Medium,Everydayplus White (6 Pairs),FQ0327-010,24,7195,5350,4085,4085,42,129,382,771,27.97,25.83,,24.58,False,False,4.0,157,13,300,95,1000|200|300,13185,4.6,1,1,5406,292,1430313,5423,6469496,2026-03-08
B0C4V8HZ1C,"Nike Men's Park Short Sleeve T Shirt (Orange, Medium)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Medium,Orange,BV6710,60,1599,2039,2538,2538,56,197,394,1062,29.99,27.81,29.99,31.29,False,True,12.9,22,2,50,-2,50|50|50,3936,4.5,1,1,4331,922,1020371,2666,6498140,2026-03-08
B0C4V9HFJV,"Nike Men's Park Short Sleeve T Shirt (Orange, Large)",Nike,B09H7GBB7N,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Orange,BV6710,60,1599,1932,2499,2499,70,205,423,1029,,26.21,,,False,False,9.5,25,0,50,0,50|50|50,3932,4.5,1,1,4105,905,1067899,2478,6498144,2026-03-08
B0C5Z2P75V,"Nike Mens Team Legend Short Sleeve Crew T-Shirt (as1, Alpha, x_l, Regular, Regular, College Navy)",Nike,,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,College Navy,,0,546057,762026,774154,774154,31,76,166,588,27.94,27.98,27.94,28.99,False,True,12.7,35,5,,0,50|100|50,22,4.0,1,1,4687,2578,1282183,8896,6515820,2026-03-08
B0C6C3BK1V,Nike Hoops Elite Backpack Gray,Nike,,Sports & Outdoors > Sports > Team Sports > Basketball > Accessories > Equipment Bags,Luggage,One Size,Gray,BX9786,0,27688,27034,27362,27362,18,69,251,556,,110.99,,,False,False,7.4,54,0,,0,200|100|50,373,4.8,1,1,3508,203,242088,11206,6520052,2026-03-08
B0C7LQ3RYQ,"Nike Youth Park VII Short Sleeve Shirt (White, Small)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Small,White,BV6742,56,5846,6304,7549,7549,81,211,390,762,23.95,24.44,25.99,35.0,False,True,14.4,25,7,50,-2,100|50|50,693,4.5,1,1,3479,3098,1806207,7862,6541536,2026-03-08
B0C7LQ98R1,"Nike Youth Park VII Short Sleeve Shirt (Turquoise, Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Turquoise,BV6742,56,5847,6401,7580,7580,30,109,319,756,28.18,26.42,28.18,,False,True,13.0,22,3,50,-2,50|50|50,691,4.5,1,1,3527,3098,1634806,8036,6541536,2026-03-08
B0C7LQB5KV,"Nike Youth Park VII Short Sleeve Shirt (White, Medium)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Medium,White,BV6742,56,5846,6303,7543,7543,42,207,494,969,23.95,24.84,24.5,35.0,False,True,14.3,35,14,100,7,100|200|100,693,4.5,1,1,4127,3067,3550226,8317,6541536,2026-03-08
B0C7LQCSJ3,"Nike Youth Park VII Short Sleeve Shirt (Royal, Medium)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Medium,Royal,BV6742,56,5846,6322,7572,7572,63,193,379,718,28.85,27.36,28.85,,False,True,12.3,18,3,50,44,50|100|50,693,4.5,1,1,3555,3058,1614651,9411,6541536,2026-03-08
B0C7LQDZ4J,"Nike Youth Park VII Short Sleeve Shirt (Royal, X-Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,Royal,BV6742,56,5846,6299,7550,7550,96,178,367,643,29.0,26.26,29.0,,False,True,13.4,22,3,50,28,50|100|50,693,4.5,1,1,3251,3058,1732976,8961,6541536,2026-03-08
B0C7LQHFS6,"Nike Youth Park VII Short Sleeve Shirt (Gold, Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Gold,BV6742,56,5846,6304,7544,7544,61,193,416,857,29.0,28.78,29.0,,False,True,16.3,14,2,,0,50|100|50,693,4.5,1,1,3331,3067,1634806,7404,6541538,2026-03-08
B0C7LQMDW4,"Nike Youth Park VII Short Sleeve Shirt (Royal, Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Royal,BV6742,56,5846,6326,7565,7565,25,109,278,552,29.0,25.07,29.0,,False,True,17.2,26,5,100,4,100|50|100,693,4.5,1,1,2956,3098,1669646,9665,6541536,2026-03-08
B0C7LQRQ2Y,"Nike Youth Park VII Short Sleeve Shirt (Grey, Medium)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Medium,Grey,BV6742,56,5846,6676,7658,7658,21,90,284,588,25.99,25.67,25.99,,False,True,19.9,17,4,,99,50|100|50,691,4.5,1,1,3244,3107,1614651,9982,6541536,2026-03-08
B0C7LR3B8X,"Nike Youth Park VII Short Sleeve Shirt (Navy, X-Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,Navy,BV6742,56,5846,6299,7565,7565,77,215,422,817,25.5,25.6,25.5,,False,True,8.8,26,11,50,28,50|100|50,693,4.5,1,1,3272,3058,1614651,7818,6541536,2026-03-08
B0C7LR52SX,"Nike Youth Park VII Short Sleeve Shirt (Grey, X-Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,Grey,BV6742,56,5846,6297,7538,7538,79,164,372,694,25.9,23.57,25.9,35.0,False,False,13.1,27,5,100,-12,100|50|100,693,4.5,1,1,3291,3093,1678415,8380,6541536,2026-03-08
B0C7LR9LG6,"Nike Youth Park VII Short Sleeve Shirt (White, X-Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,X-Large,White,BV6742,56,5846,6292,7569,7569,81,166,371,749,24.5,25.1,24.5,,False,True,16.3,36,7,100,40,100|200|100,693,4.5,1,1,3552,3067,1760268,8606,6541536,2026-03-08
B0C7LRB8HS,"Nike Youth Park VII Short Sleeve Shirt (Volt, Medium)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Medium,Volt,BV6742,56,5846,6309,7573,7573,69,190,406,822,22.0,22.03,22.0,35.0,False,True,24.9,17,7,,99,100|50|50,693,4.5,1,1,3299,3067,1745262,7799,6541536,2026-03-08
B0C7LRZ627,"Nike Youth Park VII Short Sleeve Shirt (Valor Blue, Medium)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Medium,Valor Blue,BV6742,56,5846,6302,7553,7553,77,203,400,766,22.0,22.0,22.0,,False,True,18.1,19,8,50,17,100|50|50,688,4.5,1,1,3169,3067,1614651,7778,6541536,2026-03-08
B0C7LS352Q,"Nike Youth Park VII Short Sleeve Shirt (Navy, Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Navy,BV6742,56,5846,6571,7651,7651,65,172,419,843,25.99,25.9,25.99,,False,True,10.1,28,8,100,-45,100|50|100,693,4.5,1,1,3708,3079,332290,8011,6541536,2026-03-08
B0C7LS8GRR,"Nike Youth Park VII Short Sleeve Shirt (Navy, Medium)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Medium,Navy,BV6742,56,5846,6405,7589,7589,65,196,395,716,22.95,24.85,22.95,,False,True,13.0,21,8,50,21,50|100|50,693,4.5,1,1,3712,3118,332290,9354,6541536,2026-03-08
B0C7LS8W3V,"Nike Youth Park VII Short Sleeve Shirt (White, Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,White,BV6742,56,5846,6306,7566,7566,81,177,408,857,24.5,24.49,25.95,35.0,False,True,14.2,44,11,200,6,200|100|200,693,4.5,1,1,4253,3093,3550226,8806,6541536,2026-03-08
B0C7LSGV7L,"Nike Youth Park VII Short Sleeve Shirt (Grey, Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Grey,BV6742,56,5846,6308,7554,7554,74,152,322,634,24.79,26.03,24.79,,False,True,12.1,26,6,50,36,100|50|50,693,4.5,1,1,3313,3093,1634806,8843,6541536,2026-03-08
B0C7LSHR5Z,"Nike Youth Park VII Short Sleeve Shirt (Valor Blue, Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Valor Blue,BV6742,56,5848,6371,7590,7590,34,112,337,693,24.95,25.3,25.99,,False,True,10.3,22,6,50,15,50|100|50,693,4.5,1,1,3206,3067,1614651,8317,6541536,2026-03-08
B0C7LSJ8TY,"Nike Youth Park VII Short Sleeve Shirt (Black/White, Large)",Nike,B0B16FNCMZ,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Black/White,BV6742,56,5846,6391,7582,7582,49,223,488,957,22.88,23.38,22.88,35.0,False,True,12.0,45,9,400,-4,400|300|400,693,4.5,1,1,5008,3067,1614651,9558,6541536,2026-03-08
B0CGY1MCPL,"Nike Men's Team Legend Long Sleeve Tee Shirt (Large, White)",Nike,B0CGY4GVKG,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,White,,115,13544,8980,8100,8100,42,164,418,950,39.92,39.0,39.92,,False,True,9.1,34,3,50,69,50|100|50,1169,4.5,1,1,4380,1952,1629858,7198,6659782,2026-03-08
B0CGY5B4LH,"Nike Men's Team Legend Long Sleeve Tee Shirt (X-Large, Black)",Nike,B0CGY4GVKG,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees",Apparel,X-Large,Black-010,091202932022,115,13545,8979,8082,8082,23,95,263,677,20.5,21.77,28.0,31.99,False,True,5.7,27,4,100,38,300|200|100,1169,4.5,1,1,3484,1952,1629858,6912,6659782,2026-03-08
B0CGY634NR,"Nike Men's Team Legend Long Sleeve Tee Shirt (Large, Grey)",Nike,B0CGY4GVKG,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Grey,091202932947,115,13545,8989,8077,8077,37,141,360,826,39.99,32.15,,31.99,False,False,12.5,23,3,50,65,100|50|50,1169,4.5,1,1,3623,1952,1501043,7207,6659782,2026-03-08
B0CGY63CG4,"Nike Men's Team Legend Long Sleeve Tee Shirt (Large, Black)",Nike,B0CGY4GVKG,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Large,Black,727980-419,115,13544,8986,8063,8063,46,171,461,1109,25.99,26.07,25.99,,False,True,4.1,43,6,300,43,300|400|300,1169,4.5,1,1,4994,1952,1591060,7198,6659782,2026-03-08
B0CGYSJSNN,"Nike Men's Team Legend Long Sleeve Tee Shirt (Medium, Black)",Nike,B0CGY4GVKG,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees > T-Shirts",Apparel,Medium,Black,,115,13544,9003,8111,8111,46,164,461,1071,29.99,28.19,29.99,31.99,False,True,6.1,34,5,200,55,200|300|200,1169,4.5,1,1,5234,1952,1611037,7346,6659782,2026-03-08
B0D1H6G7RM,"Nike Mens Dri-FIT Short Sleeve Polo Shirt (X-Large, White)",Nike,B07GKWB3V2,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > Polos",Apparel,X-Large,White,CI4470,102,2325,3339,5447,5447,78,245,498,941,38.95,38.94,40.0,43.99,False,True,14.6,18,6,100,-30,100|50|100,7249,4.6,1,1,3071,919,1617972,3270,6983744,2026-03-08
B0DBLQGGWV,Nike Unisex-Adult Academy - Fa24 Football Balls White/Blackened Blue/Hyper CRI 68-70,Nike,B0F3P9XRFV,Sports & Outdoors > Sports > Team Sports > Soccer > Balls,Sports,5,White/Blackened Blue/Hyper Crimson,FZ2966,3,20465,24296,16912,16912,27,130,405,878,58.52,59.36,58.52,,False,True,22.4,38,3,,99,200|100|50,528,4.7,2,8,3999,640,2835648,4376,7152960,2026-03-08
B0DBZFRNDL,"Nike Football Academy - Fa24, White/Blackened Blue/Hyper Crimson, FZ2966-100, 4",Nike,B0F3P9XRFV,Sports & Outdoors > Sports > Team Sports > Soccer > Balls,Sports,4,White/Blackened Blue/Hyper Crimson,FZ2966-100,3,20463,24013,16828,16828,28,134,416,710,49.95,44.22,,41.99,False,False,24.6,33,2,50,81,200|100|50,528,4.7,1,1,3042,641,2834931,18356,7176000,2026-03-08
